DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2013-05-20T16:06:33.200+00:00,33.686,-116.294,44.6,1.4,Ml,15,144,0.3,0.17,ci,ci15346529,1.36907E+12
2013-05-20T16:03:49.100+00:00,33.925,-116.716,16.6,1.5,Ml,45,61,0.1,0.16,ci,ci15346521,1.36907E+12
2013-05-20T15:02:38.400+00:00,35.41,-117.828,2.4,1.6,Ml,36,40,0.1,0.29,ci,ci15346489,1.36906E+12
2013-05-20T14:55:46.655+00:00,0.491,123.789,209.6,4.6,mb,53,58,1.8,0.81,us,us2013qka3,1.36907E+12
2013-05-20T14:27:39.513+00:00,52.496,159.057,83.6,4.3,mb,22,179,0.6,0.8,us,us2013qka2,1.36907E+12
2013-05-20T14:25:50.000+00:00,61.585,-150.699,25.8,1.8,Ml,,,,0.78,ak,ak10720642,1.36906E+12
2013-05-20T14:17:56.000+00:00,61.647,-150.059,28,1.4,Ml,,,,0.32,ak,ak10720639,1.36906E+12
2013-05-20T14:12:43.560+00:00,52.308,160.467,45,4.8,mb,119,122,1.3,0.82,us,us2013qka1,1.36907E+12
2013-05-20T13:58:30.100+00:00,38.789,-122.767,2.6,1.9,Md,,72,0,0.06,nc,nc71994766,1.36906E+12
2013-05-20T13:57:04.173+00:00,52.283,160.096,52.8,4.7,mb,93,134,1.2,0.75,us,us2013qkaz,1.36906E+12
2013-05-20T13:52:56.400+00:00,34.984,-120.73,2.4,1.3,Md,,205,0.1,0.02,nc,nc71994761,1.36906E+12
2013-05-20T13:46:23.200+00:00,33.194,-115.586,9,1.3,Ml,11,158,0,0.26,ci,ci15346473,1.36906E+12
2013-05-20T13:25:30.000+00:00,62.148,-148.313,6.2,1.6,Ml,,,,0.74,ak,ak10720620,1.36906E+12
2013-05-20T13:09:30.200+00:00,33.484,-116.471,10.7,1.2,Ml,32,104,0.1,0.16,ci,ci15346433,1.36906E+12
2013-05-20T13:09:29.000+00:00,33.422,-116.457,12.8,1.2,Ml,21,151,0.1,0.58,ci,ci15346441,1.36906E+12
2013-05-20T13:07:45.500+00:00,33.515,-116.474,10.6,1.1,Ml,40,83,0,0.18,ci,ci15346425,1.36906E+12
2013-05-20T12:43:33.690+00:00,52.24,160.402,30.5,4.7,mb,35,151,1.3,0.59,us,usb000gzpi,1.36906E+12
2013-05-20T12:18:23.000+00:00,59.965,-152.34,65.9,1.6,Ml,,,,0.99,ak,ak10720603,1.36905E+12
2013-05-20T12:03:16.900+00:00,33.575,-116.416,11.8,1.1,Ml,26,94,0.1,0.4,ci,ci15346417,1.36905E+12
2013-05-20T11:53:47.100+00:00,33.502,-116.44,12.3,1.1,Ml,16,108,0.1,0.2,ci,ci15346409,1.36905E+12
2013-05-20T11:38:03.621+00:00,37.186,-115.794,7.9,2.3,ml,22,147,0.2,0.16,nn,nn00412332,1.36905E+12
2013-05-20T11:11:40.000+00:00,64.8,-149.046,4.1,1.3,Ml,,,,0.6,ak,ak10720591,1.36905E+12
2013-05-20T11:02:53.000+00:00,62.433,-149.109,35.4,1.7,Ml,,,,0.85,ak,ak10720587,1.36905E+12
2013-05-20T10:54:24.000+00:00,52.51,160.023,43.8,4.7,mb,33,185,1,0.83,us,usb000gzmq,1.36905E+12
2013-05-20T10:49:55.000+00:00,61.795,-150.759,63.7,1.4,Ml,,,,0.8,ak,ak10720585,1.36905E+12
2013-05-20T10:43:12.000+00:00,61.954,-150.485,62.2,2.1,Ml,,,,1.3,ak,ak10720574,1.36905E+12
2013-05-20T10:41:11.000+00:00,60.034,-152.476,62.9,2.2,Ml,18,108,,0.71,ak,ak10720570,1.36905E+12
2013-05-20T10:33:26.000+00:00,63.694,-147.4,1.8,1.4,Ml,8,173,,0.46,ak,ak10720567,1.36905E+12
2013-05-20T10:31:31.000+00:00,47.666,-120.331,0.2,1.1,Md,,101,0.1,0.09,uw,uw60531782,1.36907E+12
2013-05-20T10:05:23.000+00:00,51.354,-178.214,25.7,2.4,Ml,10,256,,0.32,ak,ak10720555,1.36907E+12
2013-05-20T10:04:09.000+00:00,59.863,-153.098,100.8,2.7,Ml,,,,1.03,ak,ak10720551,1.36904E+12
2013-05-20T09:49:04.390+00:00,-44.944,-80.541,10,6.5,Mwc,182,73,5.3,1.11,us,usb000gzlm,1.36907E+12
2013-05-20T09:39:07.529+00:00,38.498,-118.194,9.8,1.6,ml,12,146,0.1,0.11,nn,nn00412329,1.36907E+12
2013-05-20T09:19:49.400+00:00,36.736,-121.147,15.4,1.2,Md,,209,0.1,0.06,nc,nc71994676,1.36905E+12
2013-05-20T09:13:16.200+00:00,37.638,-118.958,6.6,1,Md,,108,0,0.03,nc,nc71994666,1.36904E+12
2013-05-20T09:04:33.400+00:00,33.944,-116.895,11.3,1,Ml,40,58,0.1,0.16,ci,ci15346385,1.36904E+12
2013-05-20T08:43:49.000+00:00,66.649,-147.062,6.7,2.9,Ml,,,,1.34,ak,ak10720537,1.36906E+12
2013-05-20T08:28:48.000+00:00,62.165,-146.83,25.2,1.4,Ml,,,,0.59,ak,ak10720535,1.36904E+12
2013-05-20T08:23:09.000+00:00,60.634,-142.961,,1.5,Ml,,,,0.46,ak,ak10720533,1.36904E+12
2013-05-20T07:31:10.700+00:00,33.325,-116.397,10.1,1.1,Ml,22,112,0,0.16,ci,ci15346369,1.36904E+12
2013-05-20T07:31:00.000+00:00,61.482,-150.969,41.1,1.4,Ml,,,,0.31,ak,ak10720522,1.36907E+12
2013-05-20T07:26:52.900+00:00,5.869,126.945,120.9,4.9,mb,83,76,1.8,1.13,us,usb000gzjt,1.36904E+12
2013-05-20T07:19:05.000+00:00,61.467,-146.753,27.2,1.1,Ml,6,140,,0.33,ak,ak10720513,1.36903E+12
2013-05-20T07:16:47.600+00:00,33.354,-116.276,14.3,1.1,Ml,21,216,0.1,0.17,ci,ci15346361,1.36903E+12
2013-05-20T07:16:25.000+00:00,64.81,-147.722,9.9,1.3,Ml,,,,0.91,ak,ak10720511,1.36903E+12
2013-05-20T07:02:31.410+00:00,26.758,57.779,24.8,4.6,mb,68,102,11.1,0.89,us,usb000gzjd,1.36903E+12
2013-05-20T06:55:49.000+00:00,34.594,-118.266,7.2,1.5,Ml,19,65,0,0.13,ci,ci15346353,1.36903E+12
2013-05-20T06:41:31.000+00:00,63.146,-151.541,21.7,1.2,Ml,,,,0.69,ak,ak10720506,1.36903E+12
2013-05-20T06:35:01.200+00:00,33.29,-116.234,6.9,1.9,Ml,63,36,0.1,0.25,ci,ci15346337,1.36903E+12
2013-05-20T06:30:32.200+00:00,19.003,-65.156,40,3,Md,7,259,0.7,0.2,pr,pr13140002,1.36904E+12
2013-05-20T06:18:36.300+00:00,34.267,-116.689,2.8,1.3,Ml,43,83,0.1,0.13,ci,ci15346321,1.36903E+12
2013-05-20T06:16:42.441+00:00,37.226,-117.886,9.2,1.6,ml,13,172,0.2,0.12,nn,nn00412326,1.36907E+12
2013-05-20T06:03:41.100+00:00,38.744,-122.727,1.3,1.3,Md,,112,0,0.08,nc,nc71994621,1.36903E+12
2013-05-20T05:41:36.300+00:00,36.234,-118.321,3.3,2.2,Ml,22,137,0.3,0.22,ci,ci15346297,1.36903E+12
2013-05-20T05:41:30.400+00:00,38.743,-122.726,1.5,1.2,Md,,119,0,0.08,nc,nc71994606,1.36903E+12
2013-05-20T05:39:47.000+00:00,36.36,-118.066,30.2,1.4,Ml,11,101,0.1,0.29,ci,ci15346289,1.36903E+12
2013-05-20T05:23:09.000+00:00,61.97,-149.844,15.3,1.9,Ml,,,,0.98,ak,ak10720490,1.36903E+12
2013-05-20T04:34:07.200+00:00,35.927,-117.643,3.8,1.5,Ml,11,76,0,0.13,ci,ci15346281,1.36902E+12
2013-05-20T04:32:19.000+00:00,60.443,-143.3,14.6,1.2,Ml,5,263,,0.47,ak,ak10720485,1.36902E+12
2013-05-20T04:19:08.900+00:00,33.952,-116.011,7.7,1.5,Ml,24,119,0.1,0.22,ci,ci15346273,1.36902E+12
2013-05-20T04:16:59.700+00:00,32.112,-116.575,18.9,2.2,Ml,17,130,0.2,0.17,ci,ci15346265,1.36902E+12
2013-05-20T03:52:44.800+00:00,35.49,-92.389,0.1,2.3,Md,12,94,0.2,0.15,nm,nm052013a,1.36905E+12
2013-05-20T03:45:21.000+00:00,63.13,-149.896,92.9,1.4,Ml,,,,1.11,ak,ak10720478,1.36902E+12
2013-05-20T03:42:39.520+00:00,52.289,160.216,49,4.7,mb,41,135,1.2,0.69,us,usb000gzh4,1.36902E+12
2013-05-20T03:38:50.300+00:00,51.612,160.464,15.1,4.6,mb,18,206,1.8,0.67,us,usb000gzh0,1.36903E+12
2013-05-20T03:11:46.700+00:00,33.082,-116.543,7,1.3,Ml,16,112,0,0.2,ci,ci15346257,1.36902E+12
2013-05-20T03:08:31.000+00:00,52.109,-175.623,108.7,2.4,Ml,,,,0.27,ak,ak10720475,1.36903E+12
2013-05-20T02:58:30.300+00:00,37.533,-118.815,6.7,1.7,Md,,94,0.1,0.04,nc,nc71994556,1.36902E+12
2013-05-20T02:43:26.900+00:00,36.013,-117.719,2.1,1.5,Ml,21,65,0,0.13,ci,ci15346241,1.36902E+12
2013-05-20T02:31:07.400+00:00,32.9,-116.267,9.4,1.7,Ml,47,58,0.1,0.21,ci,ci15346233,1.36902E+12
2013-05-20T02:05:38.000+00:00,32.787,-116.43,16.2,1.8,Ml,38,65,0.1,0.19,ci,ci15346225,1.36902E+12
2013-05-20T01:46:35.120+00:00,35.686,-97.074,4.5,2.9,mb_Lg,24,73,0,0.87,us,usb000gzfa,1.36909E+12
2013-05-20T01:38:55.700+00:00,34.199,-117.51,12.2,1.3,Ml,24,130,0,0.19,ci,ci15346217,1.36901E+12
2013-05-20T01:36:43.700+00:00,32.119,-116.57,18.2,2.2,Ml,15,133,0.2,0.14,ci,ci15346209,1.36901E+12
2013-05-20T01:33:33.980+00:00,52.972,158.941,84.3,4.6,mb,26,106,0.2,0.83,us,usb000gzev,1.36902E+12
2013-05-20T01:25:05.000+00:00,36.628,-121.246,9.8,1.6,Md,,68,0,0.05,nc,nc71994536,1.36902E+12
2013-05-20T01:07:39.220+00:00,52.415,160.119,42.6,5.1,mb,76,135,1.1,1.36,us,usb000gzeg,1.36901E+12
2013-05-20T01:03:38.000+00:00,60.351,-144.966,19.7,2.1,Ml,,,,0.8,ak,ak10720447,1.36901E+12
2013-05-20T01:00:45.800+00:00,37.606,-122.464,8.5,1.3,Md,,108,0,0.04,nc,nc71994516,1.36902E+12
2013-05-20T00:57:17.900+00:00,35.5,-92.251,6.3,2.1,Md,9,119,0.2,0.33,nm,nm052013b,1.36905E+12
2013-05-20T00:46:39.600+00:00,38.822,-122.811,3.4,1.2,Md,,58,,0.05,nc,nc71994506,1.36901E+12
2013-05-20T00:36:31.700+00:00,19.048,-66.75,28,3,Md,20,205,0.6,0.21,pr,pr13140001,1.36901E+12
2013-05-20T00:22:13.780+00:00,52.433,160.183,30.2,4.9,mb,64,163,1.1,0.86,us,usb000gzdl,1.36901E+12
2013-05-20T00:19:00.100+00:00,36.169,-117.86,1.4,1.5,Ml,18,140,0.1,0.11,ci,ci15346193,1.36901E+12
2013-05-20T00:14:34.000+00:00,63.86,-148.604,110.7,2.9,Ml,,,,0.8,ak,ak10720422,1.36901E+12
2013-05-20T00:13:17.150+00:00,52.305,160.17,33.2,5.3,mb,65,140,12.5,0.88,us,usb000gzdd,1.36901E+12
2013-05-20T00:05:07.320+00:00,52.418,160.048,60.1,4.8,mb,51,163,1,1.12,us,usb000gzcx,1.36901E+12
2013-05-20T00:00:10.300+00:00,19.281,-67.381,43,3.2,Md,12,317,0.8,0.21,pr,pr13140000,1.36901E+12
2013-05-19T23:58:15.760+00:00,52.383,159.952,58.8,5,mb,108,99,1,0.82,us,usb000gzcs,1.36901E+12
2013-05-19T23:54:22.000+00:00,62.923,-148.01,64,1.5,Ml,,,,1.04,ak,ak10720415,1.36901E+12
2013-05-19T23:51:35.300+00:00,52.365,159.987,49.7,5.2,mb,138,61,1.1,0.76,us,usb000gzcm,1.36901E+12
2013-05-19T23:50:24.790+00:00,52.748,159.112,70.2,5.1,mb,103,125,0.4,0.86,us,usb000gzck,1.36901E+12
2013-05-19T23:41:10.800+00:00,35.488,-92.39,0.1,2.1,Md,12,94,0.2,0.25,nm,nm051913d,1.36903E+12
2013-05-19T23:33:54.690+00:00,52.886,159.265,78.2,4.5,mb,24,90,0.4,0.94,us,usb000gzc2,1.36901E+12
2013-05-19T23:18:58.100+00:00,34.05,-117.17,7,1.7,Ml,51,36,0.1,0.14,ci,ci15346169,1.36909E+12
2013-05-19T23:05:42.700+00:00,36.475,-121.058,5.8,1.7,Md,,140,0,0.07,nc,nc71994471,1.36901E+12
2013-05-19T22:55:21.400+00:00,33.935,-116.002,5.9,1,Ml,21,205,0.1,0.17,ci,ci15346161,1.36909E+12
2013-05-19T22:51:38.000+00:00,59.635,-143.144,39.3,1.8,Ml,10,259,,1.14,ak,ak10720307,1.369E+12
2013-05-19T22:44:13.000+00:00,63.043,-151.451,3,2.1,Ml,,,,0.32,ak,ak10720274,1.369E+12
2013-05-19T22:40:40.000+00:00,61.108,-149.892,50,1.6,Ml,,,,,ak,ak10720273,1.369E+12
2013-05-19T22:38:50.440+00:00,52.359,160.217,40.1,5,mb,30,150,1.2,1.03,us,usb000gz9g,1.369E+12
2013-05-19T22:28:15.200+00:00,19.097,-66.823,35,3.1,Md,14,266,0.7,0.3,pr,pr13139022,1.369E+12
2013-05-19T22:26:44.200+00:00,33.519,-116.477,9.9,1.4,Ml,43,83,0,0.17,ci,ci15346137,1.36909E+12
2013-05-19T22:25:38.500+00:00,36.304,-120.814,9.6,2.1,Md,,133,0.1,0.06,nc,nc71994451,1.36908E+12
2013-05-19T22:13:53.900+00:00,38.798,-122.815,3.4,1.2,Md,,122,0,0.05,nc,nc71994441,1.36901E+12
2013-05-19T22:10:17.500+00:00,39.02,-122.576,3.2,2.2,Md,,50,0.1,0.09,nc,nc71994436,1.36908E+12
2013-05-19T22:02:49.900+00:00,18.894,-65.147,27,2.4,Md,5,256,0.6,0.21,pr,pr13139021,1.36901E+12
2013-05-19T21:57:54.000+00:00,61.57,-150.094,37,1.3,Ml,,,,1.03,ak,ak10720258,1.369E+12
2013-05-19T21:30:31.000+00:00,18.943,-65.104,13,2.6,Md,3,324,0.7,0.11,pr,pr13139020,1.369E+12
2013-05-19T21:27:22.400+00:00,18.957,-65.078,10,2.8,Md,9,277,0.6,0.09,pr,pr13139019,1.369E+12
2013-05-19T21:21:14.700+00:00,18.875,-65.15,15,2.8,Md,15,223,0.6,0.18,pr,pr13139018,1.369E+12
2013-05-19T21:12:55.620+00:00,52.267,160.01,58,4.8,mb,58,147,1.1,0.78,us,usb000gz7m,1.369E+12
2013-05-19T21:05:17.040+00:00,52.352,160.088,43.3,5.1,mb,118,130,1.1,0.7,us,usb000gz7h,1.369E+12
2013-05-19T20:38:49.470+00:00,-20.784,-177.563,341.3,4.8,mb,44,100,7.4,1.43,us,usb000gz6w,1.369E+12
2013-05-19T20:32:04.000+00:00,63.299,-145.421,2.2,1.7,Ml,,,,0.37,ak,ak10720241,1.369E+12
2013-05-19T20:20:12.690+00:00,52.41,159.993,43.7,5.1,mb,62,164,1,1.08,us,usb000gz6h,1.369E+12
2013-05-19T20:07:02.360+00:00,52.834,159.2,86.2,4.6,mb,25,192,0.4,0.55,us,usb000gz66,1.369E+12
2013-05-19T20:02:12.000+00:00,65.117,-149.423,11.3,2.6,Ml,,,,0.83,ak,ak10720219,1.36899E+12
2013-05-19T19:58:53.000+00:00,60.824,-150.841,9.1,1.7,Ml,,,,0.16,ak,ak10720218,1.36899E+12
2013-05-19T19:53:54.000+00:00,63.498,-148.31,0.4,1.8,Ml,,,,1.06,ak,ak10720213,1.36899E+12
2013-05-19T19:53:18.830+00:00,52.706,158.837,92.7,5.1,mb,110,143,0.3,0.66,us,usb000gz5w,1.369E+12
2013-05-19T19:51:28.550+00:00,52.434,160.144,54.1,5.1,mb,48,85,1.1,0.77,us,usb000gz5q,1.369E+12
2013-05-19T19:43:22.550+00:00,52.404,160.098,52.5,5,mb,53,133,1.1,1.02,us,usb000gz5j,1.369E+12
2013-05-19T19:37:30.470+00:00,52.453,160.198,48.6,4.9,mb,44,166,1.1,0.9,us,usb000gz5h,1.369E+12
2013-05-19T19:35:41.000+00:00,37.521,-118.825,6.2,1,Md,,187,0.1,0.01,nc,nc71994396,1.36899E+12
2013-05-19T19:21:28.050+00:00,52.381,160.096,54.3,5.1,mb,68,135,1.1,0.77,us,usb000gz55,1.36899E+12
2013-05-19T19:11:51.100+00:00,34.287,-116.928,6.1,1.2,Ml,33,65,0,0.14,ci,ci15346105,1.36909E+12
2013-05-19T19:06:01.000+00:00,60.235,-141.07,14.9,1.8,Ml,,,,1.07,ak,ak10720193,1.36899E+12
2013-05-19T19:05:55.250+00:00,52.261,160.862,23,4.6,mb,19,199,1.6,1.21,us,usb000gz4t,1.36899E+12
2013-05-19T18:51:37.600+00:00,32.793,-115.542,18.3,1.3,Ml,10,166,0.1,0.17,ci,ci15346089,1.36906E+12
2013-05-19T18:46:54.000+00:00,65.077,-149.527,12,2,Ml,7,97,,1.13,ak,ak10720167,1.36899E+12
2013-05-19T18:44:10.740+00:00,52.278,160.09,16.5,5.9,mb,103,96,1.2,0.57,us,usb000gz3x,1.36908E+12
2013-05-19T18:41:16.460+00:00,52.37,160.103,44.1,5.1,mb,47,163,1.1,0.96,us,usb000gz3r,1.36899E+12
2013-05-19T18:40:43.000+00:00,63.289,-151.964,0.4,1.1,Ml,,,,0.07,ak,ak10720166,1.36899E+12
2013-05-19T18:37:29.000+00:00,62.569,-151.54,107.5,2.2,Ml,,,,0.99,ak,ak10720158,1.36899E+12
2013-05-19T18:33:00.490+00:00,52.337,160.239,53.8,4.8,mb,27,138,1.2,0.62,us,usb000gz3h,1.36899E+12
2013-05-19T18:32:58.290+00:00,52.271,160.059,37.8,4.8,mb,29,132,1.1,1.03,us,usb000gz3m,1.36908E+12
2013-05-19T18:20:28.400+00:00,39.303,-120.133,9.6,1,Md,,90,0.1,0.04,nc,nc71994331,1.36899E+12
2013-05-19T18:01:45.200+00:00,19.082,-67.304,35,3,Md,18,209,0.6,0.23,pr,pr13139012,1.36899E+12
2013-05-19T17:54:27.800+00:00,38.811,-122.761,1.6,1,Md,,61,0,0.04,nc,nc71994321,1.36899E+12
2013-05-19T17:47:31.410+00:00,52.582,159.573,59.7,4.7,mb,23,198,0.7,0.69,us,usb000gz2x,1.36899E+12
2013-05-19T17:44:45.460+00:00,52.425,160.318,40.3,5.1,mb,52,166,1.2,0.84,us,usb000gz2v,1.36899E+12
2013-05-19T17:27:49.000+00:00,62.36,-152.158,111.1,2,Ml,,,,0.49,ak,ak10719971,1.36899E+12
2013-05-19T17:20:44.000+00:00,60.061,-140.744,4.9,1.8,Ml,15,162,0.1,0.88,ak,ak10719968,1.36898E+12
2013-05-19T16:56:19.900+00:00,37.54,-118.799,12.7,1,Md,,166,0.1,0.03,nc,nc71994301,1.36898E+12
2013-05-19T16:56:18.654+00:00,38.737,-119.649,6.8,1.2,ml,7,85,0.2,0.07,nn,nn00412280,1.36899E+12
2013-05-19T16:35:12.000+00:00,61.541,-149.851,32.2,2.8,Ml,,,,1.27,ak,ak10719948,1.36899E+12
2013-05-19T16:34:01.400+00:00,33.24,-115.544,4.9,1.3,Ml,12,299,0,0.1,ci,ci15346065,1.36906E+12
2013-05-19T16:23:30.300+00:00,33.214,-115.552,0.1,1.1,Ml,27,94,0,0.17,ci,ci15346049,1.36908E+12
2013-05-19T16:12:12.500+00:00,39.235,-110.419,15,1.6,Ml,,115,0.2,0.12,uu,uu60024227,1.36906E+12
2013-05-19T16:11:45.000+00:00,60.292,-151.914,64.2,2.4,Ml,,,,0.62,ak,ak10719935,1.36898E+12
2013-05-19T16:00:05.000+00:00,61.764,-150.763,53.4,2.2,Ml,,,,0.83,ak,ak10719927,1.36898E+12
2013-05-19T15:58:44.627+00:00,52.366,160.114,61.2,4.6,mb,47,116,1.1,0.76,us,us2013qja5,1.36898E+12
2013-05-19T15:45:54.200+00:00,43.365,-124.709,39.5,1.8,Md,,248,0.6,0.27,uw,uw60531647,1.36907E+12
2013-05-19T15:45:23.890+00:00,52.36,160.173,44.6,4.7,mb,70,137,1.1,0.83,us,us2013qja4,1.36898E+12
2013-05-19T15:44:43.100+00:00,33.215,-115.555,2.1,2.8,Ml,49,94,0,0.11,ci,ci15346033,1.36906E+12
2013-05-19T15:41:06.100+00:00,19.081,-66.915,20,3,Md,5,288,0.6,0.14,pr,pr13139009,1.36898E+12
2013-05-19T15:26:30.000+00:00,63.515,-150.067,123.8,1.8,Ml,19,79,0.5,1.03,ak,ak10719916,1.36898E+12
2013-05-19T15:20:49.000+00:00,61.216,-146.685,14.9,1.9,Ml,,,,0.67,ak,ak10719915,1.36898E+12
2013-05-19T15:07:42.900+00:00,19.107,-66.752,38,3.6,Md,19,209,0.7,0.46,pr,pr13139006,1.36898E+12
2013-05-19T15:02:58.317+00:00,37.836,-118.219,8,1.2,ml,16,138,0.1,0.1,nn,nn00412275,1.369E+12
2013-05-19T14:45:32.641+00:00,52.395,160.037,68.4,4.5,mb,35,163,1.1,0.72,us,us2013qja2,1.36898E+12
