DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2013-04-22T20:11:52+00:00,38.831,-122.8035,2.2,0.8,Md,,43.2,0.00898315,0.06,nc,nc71975525,1366661608989
2013-04-22T20:11:29+00:00,38.7925,-122.7672,2.5,0.8,Md,,104.4,0.01796631,0.03,nc,nc71975520,1366661583946
2013-04-22T20:10:35+00:00,38.8292,-122.8,2.1,2.1,Md,,32.4,0.00898315,0.07,nc,nc71975505,1366661663993
2013-04-22T20:08:14+00:00,38.8338,-122.7983,1.7,2.5,Md,,39.6,0.00898315,0.07,nc,nc71975480,1366678931584
2013-04-22T20:07:52+00:00,38.832,-122.8015,1.7,1.1,Md,,50.4,0.00898315,0.07,nc,nc71975490,1366662791243
2013-04-22T20:07:42+00:00,38.834,-122.8027,2.7,1.1,Md,,54,0.00898315,0.04,nc,nc71975485,1366662130001
2013-04-22T20:07:08+00:00,38.83,-122.8008,2.1,2.9,Md,,36,0.00898315,0.07,nc,nc71975475,1366677192387
2013-04-22T20:06:57+00:00,63.5261,-147.373,3.4,1.3,Ml,,,,0.51,ak,ak10700374,1366662064702
2013-04-22T20:01:17+00:00,47.2927,-123.3942,0,1,Md,,147.6,0.04491576,0.49,uw,uw60520502,1366664395755
2013-04-22T19:47:31+00:00,33.8365,-117.549,2.4,1.6,Ml,19,126,0.03593261,0.47,ci,ci15331089,1366660268182
2013-04-22T19:43:14+00:00,63.1387,-151.9789,7.9,2.6,Ml,,,,1.28,ak,ak10700352,1366660757939
2013-04-22T19:40:43+00:00,37.4182,-118.4863,7.7,1,Md,,72,0.04491576,0.06,nc,nc71975470,1366673133700
2013-04-22T19:40:42+00:00,19.3755,-155.5032,8.1,2,Ml,,43.2,0.04491576,0.1,hv,hv60491846,1366659991043
2013-04-22T19:32:10+00:00,61.101,-148.1223,32.8,1.4,Ml,,,,0.25,ak,ak10700338,1366659453488
2013-04-22T19:29:49+00:00,46.913,-117.306,12,2.1,Md,,230.4,0.70068592,0.31,uw,uw60520477,1366663624265
2013-04-22T19:22:28+00:00,34.3472,-116.8783,0,1.5,Ml,24,104.4,0.04491576,0.26,ci,ci15331081,1366658745096
2013-04-22T19:21:07+00:00,60.3755,-150.8114,51.1,2.1,Ml,,,,0.68,ak,ak10700326,1366659453474
2013-04-22T19:16:45+00:00,38.7898,-122.7703,2.6,0.5,Md,,136.8,0.01796631,0.05,nc,nc71975455,1366659730673
2013-04-22T19:13:49+00:00,37.6222,-118.861,4.3,1.2,Md,,97.2,0.01796631,0.02,nc,nc71975450,1366666868763
2013-04-22T19:13:33+00:00,37.6205,-118.8622,4.1,1.6,Md,,79.2,0.01796631,0.04,nc,nc71975445,1366665431062
2013-04-22T18:59:38+00:00,38.8378,-122.8022,1.6,0.4,Md,,118.8,0.01796631,0.03,nc,nc71975440,1366664053534
2013-04-22T18:58:45+00:00,35.4932,-118.3943,6.8,1.5,Ml,21,57.6,0.17966306,0.13,ci,ci15331073,1366657322251
2013-04-22T18:53:24+00:00,62.0784,-145.2517,20.1,1.7,Ml,,,,0.87,ak,ak10700294,1366657319930
2013-04-22T18:42:36+00:00,38.764,-122.717,2.3,0.9,Md,,190.8,0.00898315,0.07,nc,nc71975435,1366657752049
2013-04-22T18:34:27+00:00,38.8422,-122.8395,2.2,1,Md,,61.2,0.00898315,0.06,nc,nc71975425,1366657085882
2013-04-22T18:28:56+00:00,38.8433,-122.8302,1.7,0.5,Md,,115.2,0.00898315,0.02,nc,nc71975420,1366656489795
2013-04-22T18:22:42+00:00,38.751,-122.7087,1.5,1.1,Md,,169.2,0.00898315,0.09,nc,nc71975415,1366661949662
2013-04-22T17:57:56+00:00,38.8433,-122.8278,2.6,1.1,Md,,57.6,0.00898315,0.06,nc,nc71975410,1366654691456
2013-04-22T17:55:18+00:00,37.5212,-118.9232,8.6,0.4,Md,,187.2,0.08983153,0.05,nc,nc71975405,1366675569509
2013-04-22T17:50:57+00:00,41.8659,142.2676,67.72,4.4,mb,46,111,0.68,0.77,us,usb000gdms,1366672906456
2013-04-22T17:12:37+00:00,50.8322,179.5447,30.14,4.4,mb,29,231,2.31,0.48,us,usb000gdlz,1366671854983
2013-04-22T17:03:29+00:00,38.8215,-122.81,3.8,0.4,Md,,151.2,0,0.07,nc,nc71975385,1366651330372
2013-04-22T16:48:29+00:00,60.0333,-153.079,114.9,2.5,Ml,,,,0.5,ak,ak10700189,1366653689684
2013-04-22T16:43:44+00:00,38.7885,-122.7655,3.1,0.5,Md,,90,0.01796631,0.04,nc,nc71975380,1366650734279
2013-04-22T16:38:19+00:00,39.4442,-111.214,1.7,1.7,Md,,118.8,0.14373045,0.06,uu,uu60020337,1366659671458
2013-04-22T16:20:33+00:00,38.775,-122.7588,6.4,0.8,Md,,165.6,0.00898315,0.02,nc,nc71975370,1366650068030
2013-04-22T16:10:40+00:00,33.4628,-116.5132,14.9,1.5,Ml,42,72,0.08084838,0.18,ci,ci15331033,1366647194788
2013-04-22T15:54:46+00:00,46.2847,-122.3063,9.1,-0.2,Md,,201.6,0.03593261,0.06,uw,uw60520352,1366650198533
2013-04-22T15:49:19+00:00,38.8148,-122.8167,2.2,0.4,Md,,75.6,0.00898315,0.03,nc,nc71975345,1366647488403
2013-04-22T15:43:52+00:00,38.8058,-122.7967,2.7,0.6,Md,,82.8,0,0.04,nc,nc71975340,1366646887265
2013-04-22T15:43:16+00:00,38.8053,-122.7958,2.8,0.8,Md,,100.8,0,0.04,nc,nc71975335,1366646236105
2013-04-22T15:42:04+00:00,55.3858,-156.9949,30.5,3.5,Ml,,,,0.6,ak,ak10700159,1366648466388
2013-04-22T15:34:21+00:00,33.9818,-117.1905,9,1.1,Ml,41,68.4,0.08084838,0.23,ci,ci15331009,1366645030440
2013-04-22T15:29:42+00:00,33.6915,-116.7083,19.9,1.7,Ml,60,25.2,0.01796631,0.24,ci,ci15330993,1366644764893
2013-04-22T15:28:37+00:00,64.4159,-149.7282,0.1,1.1,Ml,,,,0.56,ak,ak10700011,1366645346455
2013-04-22T15:28:18+00:00,33.7048,-116.7413,18.5,0.8,Ml,14,158.4,0.02694946,0.05,ci,ci15331001,1366676664412
2013-04-22T15:26:35+00:00,60.3427,-151.733,66.7,2.1,Ml,,,,0.7,ak,ak10700009,1366645673771
2013-04-22T15:15:25+00:00,62.194,-145.9393,1.2,1.6,Ml,,,,0.69,ak,ak10700002,1366644266099
2013-04-22T15:15:23+00:00,19.3271,-65.3625,98,3.4,Md,10,244.8,1.01599459,0.31,pr,pr13112001,1366646355805
2013-04-22T15:06:02+00:00,38.7872,-122.736,2.6,0.9,Md,,75.6,0,0.07,nc,nc71975315,1366650849492
2013-04-22T14:55:44+00:00,32.6138,-115.7102,9.1,1.7,Ml,9,266.4,0.03593261,0.06,ci,ci15330985,1366675477043
2013-04-22T14:48:03+00:00,38.7665,-122.7337,2.8,0.5,Md,,79.2,0.01796631,0.12,nc,nc71975305,1366643591357
2013-04-22T14:46:56+00:00,38.7963,-122.7708,4.4,2.4,Md,,25.2,0.00898315,0.06,nc,nc71975295,1366673230383
2013-04-22T14:28:08+00:00,38.8148,-122.8177,2.4,0.4,Md,,108,0.00898315,0.06,nc,nc71975290,1366646952391
2013-04-22T14:07:57+00:00,63.1277,-148.5464,71.7,1.4,Ml,,,,0.42,ak,ak10699973,1366640169188
2013-04-22T14:01:03+00:00,36.0397,-120.9327,14.9,2.5,Md,,36,0.17966306,0.18,nc,nc71975280,1366671191593
2013-04-22T13:58:45+00:00,60.9492,-147.1829,19,1.7,Ml,,,,0.83,ak,ak10699966,1366639571516
2013-04-22T13:57:17+00:00,63.2659,-151.1201,6.8,1.6,Ml,,,,0.83,ak,ak10699963,1366639571505
2013-04-22T13:50:21+00:00,33.644,-116.7548,13.1,0.4,Ml,12,126,0.05389892,0.05,ci,ci15330969,1366672205443
2013-04-22T13:49:22+00:00,63.2521,-151.0949,13.7,1.3,Ml,,,,1.01,ak,ak10699959,1366639063809
2013-04-22T13:37:36+00:00,33.9947,-116.5487,11,1.5,Ml,41,46.8,0.06288207,0.1,ci,ci15330961,1366671774559
2013-04-22T13:22:18+00:00,63.2214,-144.7341,9.2,1.3,Ml,,,,0.1,ak,ak10699952,1366637435825
2013-04-22T13:16:17+00:00,49.9745,157.4462,38.43,5.1,mb,288,98,3.14,0.48,us,usb000gdhn,1366643861918
2013-04-22T13:05:13+00:00,36.448,-121.0022,0,1.5,Md,,169.2,0.02694946,0.1,nc,nc71975275,1366641552603
2013-04-22T12:45:50+00:00,59.4094,-152.7571,83.2,1.5,Ml,,,,0.09,ak,ak10699945,1366649206250
2013-04-22T12:40:29+00:00,38.8168,-122.8102,4.4,0.8,Md,,82.8,0.01796631,0.07,nc,nc71975270,1366635246036
2013-04-22T12:28:07+00:00,64.8481,-148.7495,12.2,0.8,Ml,,,,0.1,ak,ak10699941,1366634156341
2013-04-22T12:13:15+00:00,38.814,-122.813,2.2,1.5,Md,,46.8,0.00898315,0.06,nc,nc71975260,1366639869561
2013-04-22T12:07:17+00:00,38.8162,-122.8095,4.6,0.6,Md,,75.6,0.01796631,0.06,nc,nc71975250,1366633212220
2013-04-22T11:57:23+00:00,33.6757,-116.7632,17,1.1,Ml,17,61.2,0.05389892,0.33,ci,ci15330937,1366631999196
2013-04-22T11:40:06+00:00,33.0018,-116.3433,10.5,1.4,Ml,39,64.8,0.12576414,0.2,ci,ci15330929,1366630987140
2013-04-22T11:34:40+00:00,39.3578,-122.8853,9.1,1.6,Md,,79.2,0.14373045,0.03,nc,nc71975245,1366638251619
2013-04-22T11:33:38+00:00,12.7293,-90.6943,10.49,4.4,mb,40,141,3.07,0.92,us,usb000gdgd,1366633003280
2013-04-22T11:28:18+00:00,33.6455,-116.7168,17.6,2,Ml,69,21.6,0.04491576,0.22,ci,ci15330921,1366630325798
2013-04-22T11:20:12+00:00,12.7671,-90.61,10.55,4.4,mb,30,189,2.98,0.86,us,usb000gdg8,1366633777819
2013-04-22T11:13:53+00:00,35.5732,-118.5285,2.1,1.5,Ml,10,97.2,0.09881468,0.14,ci,ci15330913,1366629413964
2013-04-22T11:06:48+00:00,33.6383,-116.7585,13.5,1.7,Ml,60,28.8,0.04491576,0.18,ci,ci15330905,1366628983090
2013-04-22T10:38:22+00:00,39.4288,-111.2127,3.1,1.4,Md,,151.2,0.13474729,0.04,uu,uu60020307,1366659420401
2013-04-22T10:38:19+00:00,33.0657,-116.465,5,2,Ml,63,25.2,0.10779783,0.26,ci,ci15330889,1366627324728
2013-04-22T10:35:26+00:00,62.9608,-151.1389,106.9,1.5,Ml,,,,0.56,ak,ak10699925,1366627446604
2013-04-22T10:34:06+00:00,51.1538,-174.9158,33.2,2.1,Ml,,,,0.56,ak,ak10699923,1366649626839
2013-04-22T10:29:27+00:00,37.4075,-118.5683,13.5,2.7,Md,,46.8,0.05389892,0.07,nc,nc71975220,1366673290510
2013-04-22T10:27:27+00:00,37.5108,-117.031,0.2,1.52,ml,5,187,0.7,0.33,nn,nn00409959,1366626599265
2013-04-22T10:22:40+00:00,50.064,157.5108,17.73,5.2,mb,65,98,3.05,1.32,us,usb000gdfh,1366627840154
2013-04-22T10:22:32+00:00,38.8368,-122.8052,2,0.2,Md,,111.6,0.01796631,0.03,nc,nc71975215,1366626971031
2013-04-22T10:17:39+00:00,35.8525,-121.4963,9.2,2.2,Md,,190.8,0.11678099,0.09,nc,nc71975210,1366658047596
2013-04-22T10:14:12+00:00,63.3569,-147.7304,96.7,1.7,Ml,,,,0.91,ak,ak10699905,1366626408431
2013-04-22T09:48:13+00:00,48.4752,-124.5255,34.9,1.2,Md,,129.6,0.11678099,0.25,uw,uw60520277,1366643720977
2013-04-22T09:44:34+00:00,39.4102,-119.927,4.2323,0.22,ml,13,74,0.107,0.1159,nn,nn00409958,1366639897910
2013-04-22T09:41:53+00:00,38.8358,-122.8013,2.4,1.2,Md,,36,0.00898315,0.05,nc,nc71975185,1366630031491
2013-04-22T09:26:11+00:00,36.9528,-121.335,4,1,Md,,54,0.06288207,0.1,nc,nc71975180,1366671295039
2013-04-22T09:25:17+00:00,33.4875,-116.764,9.6,1,Ml,34,54,0.08084838,0.15,ci,ci15330857,1366622910843
2013-04-22T09:15:37+00:00,38.0173,-118.1081,11.0833,1.05,ml,13,136,0.166,0.131,nn,nn00409955,1366656435595
2013-04-22T09:12:12+00:00,38.7632,-122.7417,2.6,1,Md,,97.2,0.00898315,0.06,nc,nc71975175,1366628413557
2013-04-22T09:11:56+00:00,42.8697,122.2752,24.24,5,mb,76,26,5.4,1.43,us,usb000gdf1,1366646272651
2013-04-22T08:58:39+00:00,36.4792,-116.2162,7.8452,0.02,ml,11,207,0.059,0.0829,nn,nn00409954,1366665632138
2013-04-22T08:50:35+00:00,36.9542,-121.334,3.9,0.6,Md,,129.6,0.06288207,0.09,nc,nc71975170,1366671836104
2013-04-22T08:48:46+00:00,38.8178,-122.816,3,0.8,Md,,82.8,0.01796631,0.05,nc,nc71975165,1366626730593
2013-04-22T08:34:51+00:00,38.8168,-122.8303,3.4,0.9,Md,,111.6,0.00898315,0.07,nc,nc71975160,1366621033418
2013-04-22T08:16:43+00:00,32.8818,-116.2655,4.6,1.4,Ml,41,61.2,0.13474729,0.24,ci,ci15330833,1366618757497
2013-04-22T08:12:33+00:00,38.8027,-122.7987,3.1,1.4,Md,,32.4,0.00898315,0.06,nc,nc71975145,1366621819824
2013-04-22T08:09:17+00:00,38.8033,-122.7987,3.3,2.4,Md,,28.8,0.00898315,0.06,nc,nc71975140,1366665972084
2013-04-22T08:08:12+00:00,33.6748,-116.7163,14.7,1.2,Ml,21,86.4,0.03593261,0.27,ci,ci15330825,1366618266496
2013-04-22T07:47:28+00:00,-16.8196,176.3672,11.42,4.7,mb,28,131,8.69,0.71,us,usb000gde6,1366619360250
2013-04-22T07:26:26+00:00,28.7263,51.5981,10,4.2,mb,33,189,11.63,0.4,us,usb000gddq,1366621690544
2013-04-22T07:22:02+00:00,47.5757,-122.8853,18.7,0.8,Md,,126,0.04491576,0.14,uw,uw60520262,1366643559652
2013-04-22T07:02:01+00:00,33.9812,-117.2025,12.4,2.1,Ml,99,39.6,0.08983153,0.17,ci,ci15330801,1366671478966
2013-04-22T06:57:52+00:00,63.4857,-148.093,5.5,1,Ml,,,,0.3,ak,ak10699865,1366614378554
2013-04-22T06:48:41+00:00,37.5407,-118.8708,5,0.2,Md,,291.6,0.06288207,0.02,nc,nc71975115,1366673920281
2013-04-22T06:45:44+00:00,33.6593,-116.7508,16.9,0.2,Ml,23,57.6,0.06288207,0.11,ci,ci15330793,1366668216896
2013-04-22T06:40:25+00:00,53.1433,-165.9091,25.5,2.4,Ml,,,,0.17,ak,ak10699861,1366650286635
2013-04-22T06:21:41+00:00,51.1466,179.5452,49.17,4.6,mb,70,187,2.18,1.07,us,usb000gdd4,1366616687817
2013-04-22T06:13:37+00:00,51.1545,179.4742,50.43,4.6,mb,84,145,2.22,1.07,us,usb000gdd1,1366616146794
2013-04-22T06:03:19+00:00,51.1012,179.5641,52.21,4.8,mb,107,145,2.19,1.05,us,usb000gdcz,1366651694368
2013-04-22T06:01:41+00:00,51.3762,179.6371,28.1,4.6,mb,82,187,2.06,1.28,us,usb000gdcu,1366651028540
2013-04-22T05:40:45+00:00,33.5107,-116.465,12.3,0.3,Ml,17,259.2,0.07186522,0.14,ci,ci15330785,1366667470421
2013-04-22T05:36:27+00:00,38.8272,-122.8082,2.4,0.4,Md,,75.6,0,0.05,nc,nc71975100,1366612209364
2013-04-22T05:35:55+00:00,19.3838,-155.2835,2.8,1.7,Ml,,82.8,0,0.06,hv,hv60491746,1366609301794
2013-04-22T05:32:37+00:00,33.6628,-116.7507,17.1,0.5,Ml,28,90,0.05389892,0.12,ci,ci15330777,1366666819120
2013-04-22T05:04:27+00:00,60.107,-153.17,19.9,0.8,Ml,,,,0.27,ak,ak10699813,1366607311491
2013-04-22T05:02:56+00:00,38.8422,-122.8392,2.7,0.5,Md,,93.6,0.00898315,0.05,nc,nc71975090,1366608848276
2013-04-22T04:55:58+00:00,50.8473,179.5782,11.7,3.6,Ml,,,,1.07,ak,ak10699809,1366651930522
2013-04-22T04:49:49+00:00,44.5377,-111.1898,12.2,0.7,Md,,169.2,0.08983153,0.13,uu,uu60020297,1366641552002
2013-04-22T04:43:30+00:00,51.1003,179.3736,27.1,3.5,Ml,,,,1.03,ak,ak10699803,1366652264130
2013-04-22T04:40:15+00:00,64.8413,-150.6867,24.5,1.1,Ml,,,,0.01,ak,ak10699790,1366605898821
2013-04-22T04:36:50+00:00,33.6458,-116.7538,13.2,0.4,Ml,21,93.6,0.05389892,0.1,ci,ci15330761,1366664694887
2013-04-22T04:36:40+00:00,51.1352,179.5179,40.28,5.1,mb,36,179,2.2,1.36,us,usb000gdcd,1366614457360
2013-04-22T04:11:42+00:00,34.003,-116.8297,22.6,0.8,Ml,23,72,0.03593261,0.13,ci,ci15330753,1366664078014
2013-04-22T03:53:21+00:00,60.3595,-147.6612,12.1,1.9,Ml,,,,0.74,ak,ak10699773,1366603594451
2013-04-22T03:50:09+00:00,59.9559,-153.2804,134.9,2.9,Ml,,,,0.97,ak,ak10699769,1366603594022
2013-04-22T03:43:44+00:00,35.9322,-117.6705,2.6,0.5,Ml,10,64.8,0.02694946,0.2,ci,ci15330745,1366663241946
2013-04-22T03:35:51+00:00,38.8133,-122.7963,1.3,0.8,Md,,50.4,0.01796631,0.04,nc,nc71975065,1366605612489
2013-04-22T03:25:20+00:00,46.5317,-122.3635,7.9,0.7,Md,,327.6,0.20661252,0.18,uw,uw60520237,1366643177928
2013-04-22T03:10:51+00:00,63.9488,-148.979,0,1.5,Ml,,,,0.7,ak,ak10699761,1366600709964
2013-04-22T02:44:07+00:00,35.7263,-121.111,8.4,1.2,Md,,57.6,0.03593261,0.05,nc,nc71975060,1366603929350
2013-04-22T02:35:01+00:00,33.1883,-115.7038,0.2,0.6,H,9,316.8,0.05389892,0.21,ci,ci15330737,1366662870582
2013-04-22T02:22:15+00:00,58.511,-153.8274,5.8,2.4,Ml,,,,0.45,ak,ak10699750,1366598106576
2013-04-22T02:21:14+00:00,33.6442,-116.7575,12.9,0.2,Ml,19,93.6,0.05389892,0.1,ci,ci15330729,1366662344516
2013-04-22T02:17:39+00:00,18.9615,-64.9552,38,2.6,Md,5,241.2,0.60636282,0.17,pr,pr13112000,1366598987437
2013-04-22T02:17:39+00:00,33.9383,-116.7262,15.6,1.7,Ml,61,32.4,0.11678099,0.15,ci,ci15330721,1366661923655
2013-04-22T02:16:18+00:00,47.4983,-123.149,1.7,0.2,Md,,309.6,0.05389892,0.17,uw,uw60520217,1366599817320
2013-04-22T02:09:35+00:00,38.8078,-122.8087,2.3,0.8,Md,,61.2,0.00898315,0.04,nc,nc71975055,1366597512637
2013-04-22T01:57:11+00:00,59.7785,-152.6848,91.1,2,Ml,,,,0.75,ak,ak10699742,1366617229337
2013-04-22T01:42:03+00:00,65.0221,-147.9423,9,1.3,Ml,,,,1.1,ak,ak10699737,1366595443658
2013-04-22T01:21:08+00:00,36.5628,-121.075,6.6,1.1,Md,,72,0.03593261,0.08,nc,nc71975040,1366675213903
2013-04-22T01:20:06+00:00,35.7267,-121.1085,7.4,2.7,Md,,46.8,0.03593261,0.1,nc,nc71975035,1366666628287
2013-04-22T01:18:06+00:00,33.506,-116.4567,12.1,0.9,Ml,27,100.8,0.02694946,0.12,ci,ci15330705,1366659867364
2013-04-22T01:16:33+00:00,18.1585,-102.0803,28.53,5.9,Mwp,106,84,1.73,1.41,us,usb000gda9,1366671390300
2013-04-22T01:06:38+00:00,36.1781,-89.4407,8.3,1.5,Md,13,82.8,0.05389892,0.05,nm,nm042213a,1366647847707
2013-04-22T01:02:12+00:00,19.404,-155.2822,1.6,1.9,Ml,,54,0.00898315,0.08,hv,hv60491696,1366592880976
2013-04-22T00:56:37+00:00,-15.4287,-70.5273,197.4,4.6,mb,112,99,2.46,0.88,us,usb000gda4,1366593749044
2013-04-22T00:53:31+00:00,38.7443,-122.708,3.8,0.5,Md,,136.8,0.00898315,0.04,nc,nc71975025,1366593550508
2013-04-22T00:50:03+00:00,39.4443,-111.2045,3.6,1.8,Md,,147.6,0.14373045,0.13,uu,uu60020277,1366659075351
2013-04-22T00:47:04+00:00,47.5012,-123.1328,0.9,0,Md,,306,0.04491576,0.12,uw,uw60520202,1366599530759
2013-04-22T00:34:28+00:00,35.7073,-121.0807,9.5,0.8,Md,,61.2,0.06288207,0.06,nc,nc71975005,1366672953326
2013-04-22T00:30:20+00:00,62.3263,-151.319,88.4,2.6,Ml,,,,0.76,ak,ak10699712,1366591117739
2013-04-22T00:20:20+00:00,63.2738,-145.323,8,1.3,Ml,,,,0.13,ak,ak10699709,1366590415866
2013-04-22T00:11:44+00:00,39.0075,-121.9635,5.3,1.9,Md,,158.4,0.6288207,0.26,nc,nc71974995,1366599015395
2013-04-22T00:00:50+00:00,35.5595,-120.8043,3.8,1.3,Md,,201.6,0.08983153,0.08,nc,nc71974990,1366597387406
2013-04-21T23:59:34+00:00,11.9727,-88.8676,35.08,4.7,mb,128,147,1.62,0.6,us,usb000gd9b,1366590986304
2013-04-21T23:58:03+00:00,38.8075,-122.793,2.2,0.5,Md,,104.4,0,0.04,nc,nc71974985,1366591511948
